"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050729","positive regulation of inflammatory response","32/1258","148/16666",0.216216216216216,2.86443518240021,6.50982420910377,4.55648829829954e-08,3.61350457645995e-06,3.17140543465471e-06,"CASP12/CEBPA/CTSC/GBP5/FABP4/NLRP1/GBP3/NUPR1/GPR4/FFAR2/IL15/IL16/C2CD4B/LPL/MIR21/MEFV/NKG7/TLR7/CCL3/CCL24/GPSM3/TNFRSF1A/CCR2/PLA2G7/ZBP1/CASP1/CASP4/CASP5/NLRP12/IL1RL1/CD28/AIM2",32
"GO:0022407","regulation of cell-cell adhesion","69/1258","466/16666",0.148068669527897,1.9616156171319,6.01598581568383,4.64942807582997e-08,3.61350457645995e-06,3.17140543465471e-06,"CD24/LILRB2/GPNMB/VSIG4/B4GALNT2/ADORA2A/CTLA4/CLECL1P/DPP4/FGB/KLRK1/MMRN1/FOXJ1/PTPN22/GATA3/GCNT1/LGALS9B/ICOS/TBX21/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL1RN/IL2RA/IL2RG/IL7R/IL10/IL15/ITGA4/LAG3/LCK/RHOH/MIR21/KITLG/ASCL2/F11R/LEF1/PDCD1/PKHD1/FXYD5/PODXL/LAX1/SIRPG/CRTAM/CCL5/CCL19/CXCL12/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/CD3E/CD6/CD28/CD40LG/TESPA1",69
"GO:0035710","CD4-positive, alpha-beta T cell activation","28/1258","119/16666",0.235294117647059,3.11717946320022,6.62279579792965,4.67106226809608e-08,3.61350457645995e-06,3.17140543465471e-06,"BATF/SLAMF6/GATA3/LGALS9B/TBX21/ANXA1/HLA-DRB1/IL2RA/IL2RG/IRF4/LY9/MIR21/ASCL2/MYB/NKG7/LEF1/RORC/CCL19/VSIR/SPN/STAT4/STAT6/TGFBR2/RUNX1/RUNX3/IL18R1/CD3E/CD28",28
"GO:0141060","disruption of anatomical structure in another organism","22/1258","79/16666",0.278481012658228,3.68931999758508,6.84607967599193,5.16730708077234e-08,3.93589805490828e-06,3.4543552436321e-06,"GBP5/GBP3/GZMH/GZMA/CFHR1/LTF/LYZ/MICB/CXCL9/NKG7/NTS/PRF1/CCL18/CCL19/CCL22/CXCL11/CXCL12/TAC1/C6/C7/C9/APOL1",22
"GO:0050870","positive regulation of T cell activation","44/1258","246/16666",0.178861788617886,2.36956325048147,6.18347936563419,6.48189585784381e-08,4.86240399881586e-06,4.267506555212e-06,"CD24/LILRB2/CLECL1P/DPP4/KLRK1/GATA3/ICOS/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL2RA/IL2RG/IL7R/IL15/LCK/RHOH/MIR21/KITLG/LEF1/SIRPG/CCL5/CCL19/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/CD3E/CD6/CD28/CD40LG/TESPA1",44
"GO:0042098","T cell proliferation","38/1258","198/16666",0.191919191919192,2.54254789548907,6.23908163554941,7.66816343541256e-08,5.6664294281683e-06,4.97316239770354e-06,"CD24/LILRB2/GPNMB/VSIG4/CTLA4/CLECL1P/FOXJ1/LGALS9B/ANXA1/CD209/HLA-DPA1/HLA-DRB1/IGF2/IL2RA/IL10/IL15/TNFRSF9/MIR21/KITLG/CRTAM/RAC2/CCL5/CCL19/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/TNFRSF1B/CCR2/VCAM1/TNFSF14/TNFRSF14/CD3E/CD6/CD28/TNFSF8/CD40LG",38
"GO:0002697","regulation of immune effector process","59/1258","380/16666",0.155263157894737,2.05692829051962,5.95524935088489,8.3496183297493e-08,6.07925887508658e-06,5.33548366334444e-06,"CD96/BATF/VSIG4/SLAMF6/CGAS/FCRL3/CLNK/A2M/FCGR2B/FGR/KLRK1/FOXF1/FOXJ1/GATA3/ANGPT1/FFAR2/TBX21/ANXA1/CFH/HLA-DRB1/MR1/APOA2/ICAM1/IL1R1/IL7R/IL10/IL13RA2/IRF4/KLRD1/LAG3/SH2D1A/MIR21/MICB/ASCL2/MZB1/TLR7/PDCD1/CRTAM/SLAMF8/RAC2/CCL19/SECTM1/SLAMF1/SPN/STAT6/BST2/SERPING1/TNFRSF1B/TWIST1/CCR2/TYROBP/FCN3/TNFRSF14/IL18R1/CD84/CD28/IL27RA/CD36/CD40LG",59
"GO:0022409","positive regulation of cell-cell adhesion","51/1258","311/16666",0.163987138263666,2.17250369340401,5.96401853340406,1.10349847552403e-07,7.91800138017315e-06,6.94926271085156e-06,"CD24/LILRB2/CLECL1P/DPP4/FGB/KLRK1/MMRN1/GATA3/GCNT1/ICOS/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL2RA/IL2RG/IL7R/IL10/IL15/ITGA4/LCK/RHOH/MIR21/KITLG/F11R/LEF1/PODXL/SIRPG/CCL5/CCL19/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/CD3E/CD6/CD28/CD40LG/TESPA1",51
"GO:0051251","positive regulation of lymphocyte activation","52/1258","320/16666",0.1625,2.15280206677265,5.94968308058081,1.12074078224731e-07,7.92683944700917e-06,6.95701947235622e-06,"CD24/LILRB2/FCRL3/CLECL1P/DPP4/FGF10/KLRK1/GATA3/ICOS/TBX21/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL2RA/IL2RG/IL7R/IL10/IL15/LCK/RHOH/MIR21/KITLG/NFATC2/LEF1/SIRPG/PRLR/CCL5/CCL19/VSIR/SLAMF1/SPN/SPTA1/STAT6/TGFBR2/CCR2/TYROBP/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/CD3E/CD6/CD28/CD40LG/TESPA1",52
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","46/1258","268/16666",0.171641791044776,2.27391263080464,6.00732937250069,1.17270001533824e-07,8.17751799428114e-06,7.17702841114343e-06,"CD24/LILRB2/CLECL1P/DPP4/KLRK1/GATA3/GCNT1/ICOS/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL2RA/IL2RG/IL7R/IL15/ITGA4/LCK/RHOH/MIR21/KITLG/LEF1/SIRPG/CCL5/CCL19/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/CD3E/CD6/CD28/CD40LG/TESPA1",46
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","17/1258","52/16666",0.326923076923077,4.33108108108108,6.87415969810266,1.30452705771309e-07,8.9704353649132e-06,7.87293522549653e-06,"FCGR2B/FOXJ1/CFI/IGHA1/IGHA2/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/SERPING1/C1R/C1S/C6/C7/C9/FCMR",17
"GO:0003002","regionalization","57/1258","371/16666",0.153638814016173,2.03540896215702,5.76290601423205,1.98594255302509e-07,1.34690432603113e-05,1.18211548073361e-05,"SIX2/WIF1/ODAD3/FOXN4/DNAAF1/CIMAP3/OSR1/CFAP52/DAW1/DLX2/DNAH5/ETS2/FGF10/FOXF1/FOXC1/FOXJ1/FOLR1/CFAP45/DNAI1/HHEX/HOXB2/HOXB3/HOXB4/HOXB7/DNAAF3/ISL1/SMAD6/MSX1/NKX3-1/OTX2/LEF1/CCDC40/ODAD2/MNS1/TDRD1/DMRT3/SEMA3F/GREM2/SIX1/SIX3/TBX1/TBX3/CRIPTO/CRIPTO3/TGFBR2/WNT8A/WT1/ZIC3/EOMES/ODAD4/TP63/DNAH11/NRP1/ALDH1A2/TBX18/DRC1/MAFB",57
